DateTime, Prediction
Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1916,8,6.094,,3.903,-0.536,-0.566,-5.028,,,,8.930,,,3.550,9.790,-7.006,0
1916,9,5.094,,3.693,-0.648,-0.707,-5.097,,,,8.789,,,3.610,9.830,-6.908,0
1916,10,5.094,,3.522,-0.828,-0.828,-5.169,,,,8.691,,,3.580,9.800,-6.606,0
1916,11,5.392,,3.634,-0.726,-0.726,-5.077,,,,8.711,,,3.560,9.790,-7.006,0
1916,12,5.894,,3.634,-0.799,-0.776,-5.188,,,,8.819,,,3.560,9.760,-7.708,0
1917,1,6.193,,3.522,-0.907,-0.907,-5.326,,,,8.848,,,3.520,9.790,-7.606,0
1917,2,5.894,,3.594,-0.838,-0.858,-5.306,,,,8.901,,,3.530,9.770,-7.606,0
1917,3,5.592,,3.683,-0.756,-0.776,-5.228,,,,8.911,,,3.590,9.820,-7.006,0
1917,4,5.094,,3.463,-0.799,-0.848,-5.156,,,,8.619,,,3.570,9.850,-7.108,0
1917,5,5.294,,3.972,-0.389,-0.389,-4.749,,,,8.720,,,3.590,9.760,-6.307,0
1917,6,5.592,,3.863,-0.526,-0.566,-4.988,,,,8.848,,,3.580,9.760,-6.507,0
1917,7,5.694,,3.863,-0.576,-0.608,-5.067,,,,8.930,,,3.660,9.750,-6.908,0
1917,8,5.694,,3.932,-0.589,-0.608,-5.136,,,,9.072,,,3.620,9.700,-7.108,0
1917,9,5.494,,3.683,-0.726,-0.828,-5.336,,,,9.019,,,3.600,9.930,-7.206,0
1917,10,6.094,,3.854,-0.516,-0.608,-5.067,,,,8.921,,,3.700,9.970,-7.108,0
1917,11,5.392,,3.683,-0.697,-0.697,-5.077,,,,8.760,,,3.600,9.820,-7.006,0
1917,12,6.491,,3.542,-0.789,-0.789,-5.126,,,,8.671,,,3.670,9.800,-6.908,0
1918,1,7.092,,3.834,-0.507,-0.566,-4.969,,,,8.799,,,3.640,9.900,-7.006,0
1918,2,5.993,,3.581,-0.776,-0.818,-5.218,,,,8.799,,,3.620,9.850,-7.108,0
1918,3,6.491,,3.653,-0.746,-0.789,-5.218,,,,8.871,,,3.570,9.760,-7.308,0
1918,4,7.092,,3.722,-0.687,-0.707,-5.136,,,,8.862,,,3.650,9.850,-6.908,0
1918,5,6.094,,3.614,-0.756,-0.808,-5.228,,,,8.839,,,3.730,9.750,-6.806,0
1918,6,5.592,,3.893,-0.576,-0.589,-5.057,,,,8.950,,,3.570,9.680,-6.606,0
1918,7,5.592,,3.873,-0.628,-0.628,-5.136,,,,9.009,,,3.580,9.740,-6.806,0
1918,8,5.192,,3.562,-0.736,-0.858,-5.277,,,,8.839,,,3.580,9.710,-7.006,0
1918,9,5.592,,3.854,-0.658,-0.756,-5.356,,,,9.209,,,3.510,9.770,-7.406,0
1918,10,5.793,,3.722,-0.726,-0.746,-5.208,,,,8.930,,,3.560,9.830,-7.206,0
1918,11,7.292,,3.752,-0.608,-0.638,-5.018,,,,8.770,,,3.640,9.660,-6.707,0
1918,12,5.494,,3.844,-0.556,-0.608,-5.067,,,,8.911,,,3.640,9.760,-6.908,0
1919,1,5.694,,3.522,-0.848,-0.828,-5.169,,,,8.681,,,3.590,9.760,-6.707,0
1919,2,5.694,,3.693,-0.638,-0.658,-5.008,,,,8.701,,,3.550,9.750,-6.507,0
1919,3,5.694,,3.634,-0.726,-0.756,-5.146,,,,8.780,,,3.570,9.780,-6.707,0
1919,4,6.793,,3.863,-0.589,-0.608,-5.067,,,,8.930,,,3.520,9.760,-7.206,0
1919,5,6.393,,3.962,-0.487,-0.526,-5.008,,,,8.970,,,3.570,9.680,-7.006,0
1919,6,6.291,,3.883,-0.566,-0.556,-5.008,,,,8.891,,,3.660,9.800,-7.006,0
1919,7,5.694,,3.982,-0.477,-0.497,-4.978,,,,8.960,,,3.610,9.750,-6.507,0
1919,8,5.294,,3.982,-0.487,-0.526,-5.037,,,,9.019,,,3.650,9.810,-6.307,0
1919,9,5.894,,3.873,-0.516,-0.576,-5.028,,,,8.901,,,3.740,9.880,-6.307,0
1919,10,6.094,,3.781,-0.608,-0.618,-5.018,,,,8.799,,,3.640,9.890,-6.707,0
1919,11,7.194,,4.224,-0.257,-0.277,-4.768,,,,8.990,,,3.650,9.800,-6.707,0
1919,12,7.292,,3.781,-0.707,-0.667,-5.116,,,,8.901,,,3.530,9.740,-8.509,0
1920,1,5.894,,3.752,-0.736,-0.757,-5.267,,,,9.019,,,3.670,9.680,-7.508,0
1920,2,5.894,,3.781,-0.766,-0.789,-5.356,,,,9.140,,,3.520,9.810,-7.206,0
1920,3,6.094,,3.614,-1.009,-1.038,-5.687,,,,9.301,,,3.510,9.750,-7.606,0
1920,4,6.094,,4.152,-0.428,-0.447,-5.057,,,,9.209,,,3.590,9.710,-6.707,0
1920,5,6.094,,3.883,-0.658,-0.687,-5.267,,,,9.150,,,3.620,9.780,-7.406,0
1920,6,6.491,,4.034,-0.497,-0.526,-5.077,,,,9.111,,,3.620,9.800,-6.908,0
1920,7,6.094,,3.942,-0.576,-0.628,-5.198,,,,9.140,,,3.590,9.800,-7.206,0
1920,8,5.793,,3.873,-0.648,-0.667,-5.208,,,,9.081,,,3.670,9.780,-7.006,0
1920,9,5.793,,3.972,-0.556,-0.576,-5.126,,,,9.101,,,3.560,9.700,-6.009,0
1920,10,5.993,,4.113,-0.408,-0.438,-4.988,,,,9.101,,,3.600,9.750,-6.606,0
1920,11,6.393,,3.883,-0.598,-0.638,-5.156,,,,9.039,,,3.580,9.830,-7.006,0
1920,12,6.291,,4.064,-0.507,-0.566,-5.198,,,,9.259,,,3.540,9.870,-7.908,0
1921,1,,,3.963,-0.556,-0.638,-5.237,,,,9.199,,,3.560,9.880,,0
1921,2,6.193,,3.893,-0.677,-0.687,-5.267,,,,9.160,,,3.580,9.880,-7.308,0
1921,3,5.192,,3.644,-0.907,-0.936,-5.507,,,,9.150,,,3.590,9.860,-7.308,0
1921,4,6.094,,3.844,-0.717,-0.736,-5.326,,,,9.170,,,3.550,9.780,-6.507,0
1921,5,5.894,,4.044,-0.477,-0.487,-5.018,,,,9.058,,,3.590,9.790,-6.507,0
1921,6,5.592,,3.932,-0.576,-0.598,-5.136,,,,9.072,,,3.620,9.810,-7.108,0
1921,7,5.993,,3.962,-0.638,-0.648,-5.257,,,,9.219,,,3.640,9.790,-7.206,0
1921,8,5.694,,3.722,-0.858,-0.877,-5.487,,,,9.209,,,3.580,9.780,-7.406,0
1921,9,5.694,,3.923,-0.648,-0.677,-5.267,,,,9.190,,,3.600,9.830,-7.308,0
1921,10,6.193,,4.001,-0.589,-0.589,-5.179,,,,9.180,,,3.630,9.850,-6.806,0
1921,11,6.491,,3.903,-0.598,-0.608,-5.116,,,,9.019,,,3.640,9.910,-6.507,0
1921,12,5.592,,3.683,-0.766,-0.789,-5.257,,,,8.940,,,3.640,9.910,-7.308,0
1922,1,5.494,,3.352,-1.186,-1.196,-5.736,,,,9.091,,,3.710,10.040,-7.806,0
1922,2,5.894,,3.624,-0.956,-0.966,-5.556,,,,9.180,,,3.570,9.900,-8.007,0
1922,3,5.993,,3.732,-0.808,-0.838,-5.408,,,,9.140,,,3.520,9.870,-7.406,0
1922,4,6.892,,3.942,-0.628,-0.647,-5.238,,,,9.180,,,3.580,9.800,-6.908,0
1922,5,5.592,,3.703,-0.858,-0.858,-5.428,,,,9.131,,,3.560,9.800,-7.206,0
1922,6,5.392,,3.873,-0.707,-0.736,-5.346,,,,9.219,,,3.530,9.710,-6.806,0
1922,7,5.494,,3.883,-0.756,-0.766,-5.428,,,,9.311,,,3.680,9.830,-7.206,0
1922,8,5.392,,3.942,-0.707,-0.726,-5.398,,,,9.341,,,3.650,9.760,-7.406,0
1922,9,5.993,,3.824,-0.766,-0.789,-5.398,,,,9.219,,,3.570,9.860,-7.206,0
1922,10,5.592,,3.913,-0.608,-0.628,-5.169,,,,9.081,,,3.640,9.840,-7.708,0
1922,11,5.993,,3.834,-0.628,-0.638,-5.116,,,,8.950,,,3.660,9.850,-7.006,0
1922,12,5.294,,3.542,-0.848,-0.887,-5.316,,,,8.862,,,3.660,9.890,-7.508,0
1923,1,5.894,,3.844,-0.536,-0.546,-4.936,,,,8.780,,,3.530,9.840,-6.908,0
1923,2,6.193,,3.781,-0.746,-0.766,-5.326,,,,9.111,,,3.540,9.740,-7.308,0
1923,3,6.193,,3.893,-0.799,-0.808,-5.507,,,,9.400,,,3.390,9.750,-7.308,0
1923,4,6.291,,3.952,-0.697,-0.726,-5.398,,,,9.350,,,3.550,9.680,-8.407,0
1923,5,5.993,,3.883,-0.687,-0.707,-5.306,,,,9.190,,,3.620,9.740,-7.606,0
1923,6,6.094,,3.903,-0.648,-0.687,-5.267,,,,9.170,,,3.610,9.730,-7.206,0
1923,7,5.392,,3.772,-0.808,-0.828,-5.418,,,,9.190,,,3.660,9.750,-6.908,0
1923,8,5.192,,3.722,-0.828,-0.848,-5.418,,,,9.140,,,3.700,9.890,-6.606,0
1923,9,5.192,,3.594,-0.917,-0.927,-5.457,,,,9.049,,,3.750,9.880,-7.108,0
1923,10,,,3.762,-0.766,-0.789,-5.336,,,,9.101,,,3.580,9.790,,0
1923,11,,,3.873,-0.608,-0.638,-5.146,,,,9.019,,,3.580,9.790,,0
1923,12,,,3.683,-0.799,-0.838,-5.346,,,,9.029,,,3.560,9.790,-7.606,0
1924,1,5.694,,3.473,-1.048,-1.068,-5.608,,,,9.081,,,3.590,9.720,-8.007,0
1924,2,6.094,,3.762,-0.776,-0.789,-5.346,,,,9.111,,,3.520,9.760,-7.006,0
1924,3,5.392,,4.152,-0.438,-0.448,-5.037,,,,9.190,,,3.440,9.680,-6.806,0
1924,4,5.993,,3.962,-0.638,-0.658,-5.267,,,,9.229,,,3.450,9.670,-7.308,0
1924,5,5.993,,3.942,-0.589,-0.608,-5.169,,,,9.111,,,3.440,9.660,-7.606,0
1924,6,5.993,,3.883,-0.628,-0.648,-5.179,,,,9.058,,,3.570,9.710,-7.406,0
1924,7,6.291,,3.752,-0.746,-0.756,-5.277,,,,9.029,,,3.520,9.700,-7.206,0
1924,8,5.592,,3.873,-0.628,-0.648,-5.169,,,,9.039,,,3.540,9.740,-6.908,0
1924,9,5.592,,3.952,-0.717,-0.726,-5.418,,,,9.370,,,3.520,9.680,-6.806,0
1924,10,5.993,,3.844,-0.717,-0.717,-5.277,,,,9.121,,,3.620,9.790,-7.006,0
1924,11,5.993,,3.752,-0.776,-0.789,-5.336,,,,9.091,,,3.590,9.740,-7.708,0
1924,12,5.793,,3.581,-0.986,-0.986,-5.546,,,,9.131,,,3.540,9.740,-8.308,0
1925,1,5.993,,3.634,-0.828,-0.858,-5.336,,,,8.970,,,3.650,9.800,-7.708,0
1925,2,5.494,,3.614,-0.927,-0.946,-5.497,,,,9.111,,,3.530,9.670,-7.806,0
1925,3,4.694,,3.552,-0.936,-0.956,-5.467,,,,9.019,,,3.500,9.670,-7.308,0
1925,4,5.294,,3.594,-0.828,-0.848,-5.277,,,,8.871,,,3.560,9.670,-6.806,0
1925,5,5.192,,3.703,-0.707,-0.726,-5.146,,,,8.848,,,3.520,9.680,-7.308,0
1925,6,6.094,,3.804,-0.707,-0.726,-5.247,,,,9.049,,,3.580,9.700,-7.308,0
1925,7,5.894,,3.844,-0.697,-0.717,-5.277,,,,9.121,,,3.700,9.770,-7.606,0
1925,8,5.694,,3.732,-0.818,-0.848,-5.428,,,,9.160,,,3.610,9.690,-7.806,0
1925,9,5.694,,3.834,-0.746,-0.736,-5.306,,,,9.140,,,3.620,9.720,-7.108,0
1925,10,5.192,,3.772,-0.746,-0.808,-5.379,,,,9.150,,,3.660,9.780,-7.406,0
1925,11,5.993,,3.644,-0.838,-0.848,-5.346,,,,8.990,,,3.580,9.670,-7.508,0
1925,12,5.694,,3.532,-0.927,-0.917,-5.366,,,,8.901,,,3.600,9.630,-7.308,0
1926,1,6.291,,3.423,-1.097,-1.009,-5.427,,,,8.848,,,3.560,9.720,-7.908,0
1926,2,6.193,,3.781,-0.789,-0.776,-5.326,,,,9.111,,,3.540,9.710,-7.606,0
1926,3,5.592,,3.424,-1.097,-1.117,-5.648,,,,9.072,,,3.540,9.680,-7.606,0
1926,4,5.094,,3.552,-0.956,-0.966,-5.497,,,,9.049,,,3.510,9.670,-7.708,0
1926,5,5.294,,3.653,-0.818,-0.828,-5.306,,,,8.960,,,3.520,9.630,-7.006,0
1926,6,5.392,,3.752,-0.756,-0.799,-5.346,,,,9.101,,,3.590,9.690,-7.108,0
1926,7,5.392,,3.814,-0.717,-0.746,-5.316,,,,9.131,,,3.590,9.690,-7.406,0
1926,8,6.094,,3.883,-0.648,-0.707,-5.287,,,,9.170,,,3.540,9.660,-7.406,0
1926,9,5.793,,3.732,-0.736,-0.766,-5.267,,,,8.999,,,3.670,9.730,-7.406,0
1926,10,6.094,,3.752,-0.618,-0.638,-5.028,,,,8.780,,,3.710,9.750,-7.006,0
1926,11,6.094,,3.463,-0.917,-0.946,-5.346,,,,8.809,,,3.710,9.710,-7.206,0
1926,12,4.894,,3.581,-0.776,-0.828,-5.228,,,,8.809,,,3.710,9.780,-7.508,0
1927,1,5.894,,3.312,-1.028,-1.038,-5.389,,,,8.701,,,3.580,9.740,-7.108,0
1927,2,5.392,,3.673,-0.736,-0.746,-5.169,,,,8.839,,,3.550,9.640,-7.508,0
1927,3,6.193,,3.703,-0.828,-0.858,-5.418,,,,9.121,,,3.530,9.620,-7.606,0
1927,4,5.592,,3.804,-0.799,-0.799,-5.408,,,,9.209,,,3.580,9.630,-7.406,0
1927,5,5.993,,3.903,-0.687,-0.667,-5.238,,,,9.140,,,3.590,9.670,-7.206,0
1927,6,5.494,,3.913,-0.556,-0.566,-5.047,,,,8.960,,,3.600,9.710,-6.507,0
1927,7,5.094,,3.703,-0.746,-0.756,-5.228,,,,8.930,,,3.650,9.770,-6.507,0
1927,8,5.694,,3.804,-0.667,-0.658,-5.126,,,,8.930,,,3.680,9.760,-6.507,0
1927,9,5.793,,3.762,-0.766,-0.766,-5.297,,,,9.058,,,3.610,9.670,-6.806,0
1927,10,6.094,,3.834,-0.576,-0.598,-5.018,,,,8.848,,,3.590,9.640,-7.606,0
1927,11,5.993,,3.804,-0.608,-0.618,-5.047,,,,8.848,,,3.600,9.620,-7.606,0
1927,12,6.892,,3.863,-0.516,-0.516,-4.896,,,,8.760,,,3.540,9.630,-7.406,0
1928,1,5.192,,3.424,-0.946,-0.956,-5.336,,,,8.760,,,3.520,9.660,-7.806,0
1928,2,5.993,,3.493,-1.009,-1.028,-5.536,,,,9.029,,,3.490,9.560,-7.206,0
1928,3,5.592,,3.614,-0.848,-0.858,-5.326,,,,8.940,,,3.480,9.570,-6.908,0
1928,4,5.993,,3.493,-0.956,-0.946,-5.398,,,,8.891,,,3.540,9.620,-7.908,0
1928,5,6.193,,3.732,-0.717,-0.726,-5.188,,,,8.921,,,3.540,9.620,-7.206,0
1928,6,5.894,,3.781,-0.608,-0.618,-5.018,,,,8.799,,,3.570,9.640,-7.206,0
1928,7,5.592,,3.693,-0.677,-0.677,-5.047,,,,8.740,,,3.410,9.680,-6.806,0
1928,8,5.294,,3.791,-0.598,-0.598,-4.988,,,,8.780,,,3.360,9.680,-6.307,0
1928,9,5.192,,3.804,-0.576,-0.589,-4.969,,,,8.770,,,3.530,9.630,-6.307,0
1928,10,5.392,,3.624,-0.736,-0.789,-5.198,,,,8.819,,,3.510,9.710,-7.406,0
1928,11,5.592,,3.493,-0.756,-0.848,-5.179,,,,8.671,,,3.620,9.890,-7.606,0
1928,12,6.692,,3.352,-1.048,-1.048,-5.457,,,,8.809,,,3.610,9.700,-7.806,0
1929,1,5.793,,3.194,-1.146,-1.156,-5.507,,,,8.701,,,3.560,9.690,-7.406,0
1929,2,5.192,,3.512,-0.897,-0.907,-5.336,,,,8.848,,,3.640,9.780,-7.308,0
1929,3,5.392,,3.614,-0.717,-0.736,-5.087,,,,8.701,,,3.640,9.760,-6.606,0
1929,4,6.291,,3.791,-0.536,-0.546,-4.896,,,,8.691,,,3.660,9.730,-6.606,0
1929,5,5.094,,3.371,-0.907,-0.946,-5.257,,,,8.629,,,3.590,9.660,-7.806,0
1929,6,5.993,,3.791,-0.576,-0.589,-4.969,,,,8.760,,,3.730,9.810,-7.108,0
1929,7,5.894,,3.653,-0.736,-0.766,-5.188,,,,8.839,,,3.730,9.750,-7.206,0
1929,8,6.291,,3.614,-0.808,-0.818,-5.247,,,,8.862,,,3.690,9.710,-7.206,0
1929,9,5.294,,3.581,-0.789,-0.789,-5.169,,,,8.750,,,3.690,9.740,-7.006,0
1929,10,5.592,,3.594,-0.799,-0.789,-5.179,,,,8.770,,,3.740,9.800,-6.606,0
1929,11,6.193,,3.483,-0.828,-0.838,-5.156,,,,8.638,,,3.690,9.800,-7.108,0
1929,12,5.894,,3.302,-1.009,-0.966,-5.247,,,,8.550,,,3.680,9.780,-7.006,0
1930,1,6.393,,3.234,-1.028,-1.028,-5.287,,,,8.520,,,3.690,9.830,-7.206,0
1930,2,5.494,,3.243,-1.018,-1.048,-5.326,,,,8.570,,,3.610,9.700,-7.606,0
1930,3,5.094,,3.371,-0.946,-0.946,-5.257,,,,8.629,,,3.540,9.660,-8.207,0
1930,4,5.192,,3.342,-0.966,-1.009,-5.346,,,,8.691,,,3.570,9.720,-7.108,0
1930,5,5.392,,3.594,-0.756,-0.766,-5.126,,,,8.720,,,3.610,9.620,-6.707,0
1930,6,6.094,,3.604,-0.766,-0.789,-5.179,,,,8.780,,,3.610,9.710,-7.006,0
1930,7,5.894,,3.854,-0.598,-0.618,-5.087,,,,8.940,,,3.620,9.640,-6.908,0
1930,8,6.094,,3.634,-0.746,-0.766,-5.169,,,,8.799,,,3.660,9.720,-7.308,0
1930,9,5.192,,3.552,-0.707,-0.736,-5.028,,,,8.579,,,3.650,9.720,-7.006,0
1930,10,5.592,,3.644,-0.526,-0.536,-4.716,,,,8.360,,,3.600,9.550,-6.908,0
1930,11,5.192,,3.152,-1.009,-1.009,-5.169,,,,8.320,,,3.640,9.690,-6.908,0
1930,12,5.494,,3.234,-0.917,-0.927,-5.097,,,,8.330,,,3.590,9.660,-6.707,0
1931,1,6.793,,3.352,-0.917,-0.927,-5.198,,,,8.550,,,3.520,9.600,-6.606,0
1931,2,5.392,,3.352,-0.956,-0.986,-5.316,,,,8.671,,,3.590,9.660,-7.508,0
1931,3,7.692,,4.083,-0.398,-0.408,-4.906,,,,8.990,,,3.620,9.640,-7.006,0
1931,4,6.692,,3.883,-0.648,-0.667,-5.208,,,,9.091,,,3.540,9.690,-7.308,0
1931,5,5.694,,3.791,-0.736,-0.707,-5.218,,,,9.009,,,3.610,9.730,-7.308,0
1931,6,5.392,,3.913,-0.477,-0.477,-4.867,,,,8.780,,,3.570,9.650,-6.307,0
1931,7,5.592,,3.781,-0.598,-0.608,-4.988,,,,8.770,,,3.610,9.720,-6.406,0
1931,8,5.392,,3.683,-0.658,-0.667,-5.008,,,,8.691,,,3.610,9.730,-7.206,0
1931,9,5.294,,3.624,-0.628,-0.658,-4.936,,,,8.560,,,3.590,9.650,-7.206,0
1931,10,5.392,,3.571,-0.677,-0.697,-4.969,,,,8.540,,,3.600,9.660,-7.908,0
1931,11,5.694,,3.253,-0.976,-0.986,-5.228,,,,8.481,,,3.590,9.710,-7.308,0
1931,12,5.294,,3.312,-0.956,-0.966,-5.247,,,,8.560,,,3.550,9.630,-7.806,0
1932,1,5.494,,3.542,-0.789,-0.808,-5.146,,,,8.691,,,3.580,9.680,-7.006,0
1932,2,5.592,,3.532,-0.776,-0.789,-5.106,,,,8.638,,,3.600,9.690,-7.006,0
1932,3,6.094,,3.653,-0.687,-0.726,-5.106,,,,8.760,,,3.540,9.660,-7.908,0
1932,4,5.993,,3.604,-0.766,-0.789,-5.188,,,,8.789,,,3.550,9.600,-7.508,0
1932,5,5.793,,3.463,-0.868,-0.887,-5.238,,,,8.701,,,3.580,9.680,-7.606,0
1932,6,5.694,,3.663,-0.638,-0.648,-4.946,,,,8.609,,,3.580,9.680,-7.108,0
1932,7,5.694,,3.752,-0.497,-0.526,-4.798,,,,8.550,,,3.550,9.680,-6.406,0
1932,8,5.192,,3.713,-0.598,-0.608,-4.936,,,,8.652,,,3.550,9.690,-6.009,0
1932,9,5.294,,3.972,-0.497,-0.507,-4.978,,,,8.950,,,3.520,9.630,-6.406,0
1932,10,5.793,,3.663,-0.776,-0.808,-5.267,,,,8.930,,,3.560,9.730,-7.606,0
1932,11,6.692,,3.824,-0.536,-0.556,-4.936,,,,8.760,,,3.590,9.720,-7.606,0
1932,12,5.894,,3.604,-0.799,-0.808,-5.228,,,,8.829,,,3.530,9.720,-7.006,0
1933,1,6.692,,3.703,-0.589,-0.589,-4.887,,,,8.589,,,3.540,9.680,-6.606,0
1933,2,5.694,,3.581,-0.808,-0.828,-5.247,,,,8.829,,,3.550,9.750,-7.006,0
1933,3,5.592,,3.713,-0.628,-0.628,-4.978,,,,8.691,,,3.500,9.660,-7.308,0
1933,4,5.993,,3.834,-0.536,-0.546,-4.936,,,,8.770,,,3.480,9.660,-7.006,0
1933,5,6.094,,3.781,-0.546,-0.566,-4.906,,,,8.691,,,3.510,9.680,-7.206,0
1933,6,6.393,,3.962,-0.467,-0.477,-4.916,,,,8.881,,,3.540,9.740,-7.308,0
1933,7,6.491,,3.893,-0.497,-0.566,-5.018,,,,8.911,,,3.630,9.800,-6.908,0
1933,8,5.993,,3.883,-0.589,-0.618,-5.116,,,,8.999,,,3.500,9.650,-7.006,0
1933,9,5.694,,3.982,-0.516,-0.526,-5.037,,,,9.019,,,3.540,9.720,-6.606,0
